Author short Names;authors;articles
"Razjouyan, J; Horstman, M; Tedrow, J; Orkaby, AR; Virani, S; Driver, J; Naik, A";"Razjouyan, J.; Horstman, M.; Tedrow, J.; Orkaby, A. R.; Virani, S.; Driver, J.; Naik, A.";Mining Big Data from Labs and Vitals to Estimate the Frailty Index in Patients with Congestive Heart Failure
Lai, N;Lai, Ning;ANALYSIS ON THE IMPORTANCE OF COLLEGE STUDENTS' PSYCHOLOGICAL PREDICTION BASED ON BIG DATA IN IDEOLOGICAL AND POLITICAL EDUCATION
"Mandicak, T; Mesaros, P; Kanalikova, A; Spak, M";"Mandicak, Tomas; Mesaros, Peter; Kanalikova, Andrea; Spak, Matej";Supply Chain Management and Big Data Concept Effects on Economic Sustainability of Building Design and Project Planning
"Hewett, TE; Webster, K";"Hewett, Timothy E.; Webster, Kate";THE USE OF BIG DATA TO IMPROVE HUMAN HEALTH: HOW EXPERIENCE FROM OTHER INDUSTRIES WILL SHAPE THE FUTURE
"Sorger, M; Ralph, BJ; Hartl, K; Woschank, M; Stockinger, M";"Sorger, Marcel; Ralph, Benjamin James; Hartl, Karin; Woschank, Manuel; Stockinger, Martin";Big Data in the Metal Processing Value Chain: A Systematic Digitalization Approach under Special Consideration of Standardization and SMEs
"Ebrahimi, F; Asemi, A; Nezarat, A; Ko, A";"Ebrahimi, Fezzeh; Asemi, Asefeh; Nezarat, Amin; Ko, Andrea";Developing a mathematical model of the co-author recommender system using graph mining techniques and big data applications
Alotaibi, SMF;Alotaibi, Saqar Moisan F.;BIG DATA ANALYSIS ROLE IN ADVANCING THE VARIOUS ACTIVITIES OF DIGITAL LIBRARIES: TAIBAH UNIVERSITY CASE STUDY-SAUDI ARABIA
"Bachiega, J; Holanda, M; Araujo, APF";"Bachiega, Joao; Holanda, Maristela; Araujo, Aleteia P. F.";A proposal to minimize the cost of processing big geospatial data in public cloud providers
"Jonny; Kriswanto; Toshio, M";"Jonny; Kriswanto; Toshio, Matsumura";Building an Implementation Model of IoT and Big Data and Its Improvement
Ahn, S;Ahn, Sungyong;Stream your brain! Speculative economy of the IoT and its pan-kinetic dataveillance
Taylor, L;Taylor, Linnet;The taming of chaos: Optimal cities and the state of the art in urban systems research
"Safa, M; Pandian, A";"Safa, M.; Pandian, A.";Intelligent Big Data Analytics Model for Efficient Cardiac Disease Prediction with IoT Devices in WSN Using Fuzzy Rules
"Mujeeb, SM; Sam, RP; Madhavi, K";"Mujeeb, S. Md.; Praveen Sam, R.; Madhavi, K.";Energy- and trust-aware secure routing algorithm for big data classification using MapReduce framework in IoT networks
"Zhang, AR; Heath, R; McRobert, K; Llewellyn, R; Sanderson, J; Wiseman, L; Rainbow, R";"Zhang, Airong; Heath, Richard; McRobert, Katie; Llewellyn, Rick; Sanderson, Jay; Wiseman, Leanne; Rainbow, Rohan";Who will benefit from big data? Farmers' perspective on willingness to share farm data
"Pandey, KK; Shukla, D";"Pandey, Kamlesh Kumar; Shukla, Diwakar";Stratified linear systematic sampling based clustering approach for detection of financial risk group by mining of big data
"Jalalian, Z; Sharifi, M";"Jalalian, Zahra; Sharifi, Mohsen";A hierarchical multi-objective task scheduling approach for fast big data processing
"Xu, W; Yuan, CW; Peng, KK; Du, HW";"Xu, Wen; Yuan, Caiwei; Peng, Keke; Du, Hongwei";Big data driven urban railway planning: Shenzhen metro case study
"Jang, J; Kim, B; Lee, KR; Kim, JH";"Jang, Jaeyeon; Kim, Byungjun; Lee, Kyeo Re; Kim, Jang Hyun";A Cross-Cultural Comparative Study on the Startup Discourse in 2000-2019 between United States and China
"Zhao, YT; Xin, L";"Yaoteng, Zhao; Xin, Li";Research on green innovation countermeasures of supporting the circular economy to green finance under big data
"Zhang, SR; Kim, HA; Chu, HX; Lee, S; Evans, MA; Li, X; Ma, H; Drummond, GR; Sobey, CG; Phan, TG";"Zhang, S. R.; Kim, H. A.; Chu, H. X.; Lee, S.; Evans, M. A.; Li, X.; Ma, H.; Drummond, G. R.; Sobey, C. G.; Phan, T. G.";A big data approach to interrogate an animal model of stroke: Novel insights into determinants of post-stroke pathology
[Anonymous];[Anonymous];Big-data studies of human behaviour need a common language
"Richardson, SM; Petter, S; Carter, M";"Richardson, Sandra M.; Petter, Stacie; Carter, Michelle";Does PAPAS Know Best? A Continuation and Call for Discussion
"Kumar, NPH; Prabhudeva, S";"Hemanth Kumar, N. P.; Prabhudeva, S.";Layers Based Optimal Privacy Preservation of the On-premise Data Supported by the Dual Authentication and Lightweight on Fly Encryption in Cloud Ecosystem
"Chan, D; Lee, K; Lee, P; Mok, F";"Chan, Dave; Lee, Kenneth; Lee, Pan; Mok, Franco";Leveraging Big Data To Save Energy
"Badreldin, N; Prieto, B; Fisher, R";"Badreldin, Nasem; Prieto, Beatriz; Fisher, Ryan";Mapping Grasslands in Mixed Grassland Ecoregion of Saskatchewan Using Big Remote Sensing Data and Machine Learning
Majidi, RJ;Jimenez Majidi, Ruben;The use of big data and data science to organise contents in digital social platforms, and its influence in socialization
"Pustokhina, IV; Pustokhin, DA; Lydia, EL; Garg, P; Kadian, A; Shankar, K";"Pustokhina, Irina V.; Pustokhin, Denis A.; Lydia, E. Laxmi; Garg, Puneet; Kadian, Amarender; Shankar, K.";Hyperparameter search based convolution neural network with Bi-LSTM model for intrusion detection system in multimedia big data environment
"La Torre, M; Botes, VL; Dumay, J; Odendaal, E";"La Torre, Matteo; Botes, Vida Lucia; Dumay, John; Odendaal, Elza";Protecting a new Achilles heel: the role of auditors within the practice of data protection
"Bai, BG; Bai, YH";"Bai, Baogang; Bai, Yuhui";Fuzzy based decision making approach for big data research on health information management system
"Sundarakani, B; Ajaykumar, A; Gunasekaran, A";"Sundarakani, Balan; Ajaykumar, Aneesh; Gunasekaran, Angappa";Big data driven supply chain design and applications for blockchain: An action research using case study approach
"Azar, J; Duro, M; Kadach, I; Ormazabal, G";"Azar, Jose; Duro, Miguel; Kadach, Igor; Ormazabal, Gaizka";The Big Three and corporate carbon emissions around the world
"Aghdashi, A; Mirtaheri, SL";"Aghdashi, Arman; Mirtaheri, Seyedeh Leili";Novel dynamic load balancing algorithm for cloud-based big data analytics (Aug, 10.1007/s11227-021-04024-8, 2021)
"Manchia, M; Vieta, E; Smeland, OB; Altimus, C; Bechdolf, A; Bellivier, F; Bergink, V; Fagiolini, A; Geddes, JR; Hajek, T; Henry, C; Kupka, R; Lagerberg, TV; Licht, RW; Martinez-Cengotitabengoa, M; Morken, G; Nielsen, RE; Gonzalez-Pinto, A; Reif, A; Rietschel, M; Ritter, P; Schulze, TG; Scott, J; Severus, E; Yildiz, A; Kessing, LV; Bauer, M; Goodwin, GM; Andreassen, OA";"Manchia, Mirka; Vieta, Eduard; Smeland, Olav B.; Altimus, Cara; Bechdolf, Andreas; Bellivier, Frank; Bergink, Veerle; Fagiolini, Andrea; Geddes, John R.; Hajek, Tomas; Henry, Chantal; Kupka, Ralph; Lagerberg, Trine V.; Licht, Rasmus W.; Martinez-Cengotitabengoa, Monica; Morken, Gunnar; Nielsen, Rene E.; Gonzalez-Pinto, Ana; Reif, Andreas; Rietschel, Marcella; Ritter, Phillip; Schulze, Thomas G.; Scott, Jan; Severus, Emanuel; Yildiz, Aysegul; Kessing, Lars Vedel; Bauer, Michael; Goodwin, Guy M.; Andreassen, Ole A.";Translating big data to better treatment in bipolar disorder - a manifesto for coordinated action (vol 36, pg 121, 2020)
"D'Agostino, M; Lahuerta, JJ; Wester, R; Waage, A; Bertsch, U; Zamagni, E; Mateos, MV; Larocca, A; Dall'Olio, D; van de Donk, NWCJ; Cairns, D; Rocchi, S; Salwender, H; Blade, J; van der Holt, B; Castellani, G; Ciccone, G; Capra, A; Durig, J; Bringhen, S; Zweegman, S; Cavo, M; Goldschmidt, H; Cook, G; Rivas, JMH; San-Miguel, J; Boccadoro, M; Sonneveld, P";"D'Agostino, M.; Lahuerta, J. J.; Wester, R.; Waage, A.; Bertsch, U.; Zamagni, E.; Mateos, M. V.; Larocca, A.; Dall'Olio, D.; Van de Donk, N. W. C. J.; Cairns, D.; Rocchi, S.; Salwender, H.; Blade, J.; van der Holt, B.; Castellani, G.; Ciccone, G.; Capra, A.; Durig, J.; Bringhen, S.; Zweegman, S.; Cavo, M.; Goldschmidt, H.; Cook, G.; Rivas, J. M. Hernandez; San-Miguel, J.; Boccadoro, M.; Sonneveld, P.";R2-ISS, A NEW RISK STRATIFICATION MODEL IN NEWLY DIAGNOSED MULTIPLE MYELOMA (NDMM): ANALYSIS OF 7077 PATIENT DATA BY THE EUROPEAN MYELOMA NETWORK (EMN) WITHIN HARMONY BIG DATA PLATFORM PROJECT
"Ali, F; El-Sappagh, S; Islam, SMR; Ali, A; Attique, M; Imran, M; Kwak, KS";"Ali, Farman; El-Sappagh, Shaker; Islam, S. M. Riazul; Ali, Amjad; Attique, Muhammad; Imran, Muhammad; Kwak, Kyung-Sup";An intelligent healthcare monitoring framework using wearable sensors and social networking data
"Sujatha, K; Udayarani, V";"Sujatha, K.; Udayarani, V";Deep restricted and additive homomorphic ElGamal privacy preservations over big healthcare data
"Castellanos, C; Varela, CA; Correal, D";"Castellanos, Camilo; Varela, Carlos A.; Correal, Dario";ACCORDANT: A domain specific-model and DevOps approach for big data analytics architectures
"Raman, J; Venkatesh, S; Bellomo, R";"Raman, Jaishankar; Venkatesh, Svetha; Bellomo, Rinaldo";Machine Learning in Risk Prediction for Cardiac Surgery - An Emerging Trend?
"Korshunov, VA; Kuznetsova, VN; Mudrik, RS; Ponomarev, DA; Rodionov, AA";"Korshunov, Vladimir A.; Kuznetsova, Vladislava N.; Mudrik, Roman S.; Ponomarev, Dmitry A.; Rodionov, Alexander A.";Investigation of parameters recorded by the monitoring system of an engineering structure using big data analysis methods
"Bruder, N; Luck, C; Dammann, E; Heinze, LM; Panagiota, V; Kohler, S; Laser, H; Gerbel, S; Ganser, A; Eder, M; Kielstein, JT; Beutel, G";"Brueder, N.; Lueck, C.; Dammann, E.; Heinze, L. -M; Panagiota, V; Koehler, S.; Laser, H.; Gerbel, S.; Ganser, A.; Eder, M.; Kielstein, J. T.; Beutel, G.";Deep analysis of acute kidney injury and chronic kidney disease in allogeneic stem cell transplantation - a big data approach
"Dominguez, DT; Dominguez, RL; Barturen, G; Saez, PC; Riquelme, MEA";"Toro Dominguez, Daniel; Lopez Dominguez, Raul; Barturen, Guillermo; Carmona Saez, Pedro; Alarcon Riquelme, Marta Eugenia";Personalized molecular portraits of systemic lupus erythematosus patients as key for prognosis and therapeutic decisions
"Hinkle, J; Kaelber, D";"Hinkle, Jane; Kaelber, David";Utilizing Big Data to Identify the Prevalence of and Risk Factors for Obstructive Sleep Apnea in a Pediatric Population
"Thompson, S; Lyon, D";"Thompson, Scott; Lyon, David";Pixies, Pop-Out Intelligence, and Sandbox Play The New Analytic Model and National Security Surveillance in Canada
"Jha, D; Gupta, V; Ward, L; Yang, ZJ; Wolverton, C; Foster, I; Liao, WK; Choudhary, A; Agrawal, A";"Jha, Dipendra; Gupta, Vishu; Ward, Logan; Yang, Zijiang; Wolverton, Christopher; Foster, Ian; Liao, Wei-keng; Choudhary, Alok; Agrawal, Ankit";Enabling deeper learning on big data for materials informatics applications
"Adamiak, C; Szyda, B";"Adamiak, Czeslaw; Szyda, Barbara";Combining Conventional Statistics and Big Data to Map Global Tourism Destinations Before COVID-19
"Zhang, HQ; Guo, TT; Su, XB";"Zhang, Heqing; Guo, Tingting; Su, Xiaobo";Application of Big Data Technology in the Impact of Tourism E-Commerce on Tourism Planning
Xiao, YQ;Xiao Yuqing;Study on the reform of online and offline mixed music education model under the 5G of the times
"Booth, RG; Strudwick, G; McBride, S; O'Connor, S; Lopez, ALS";"Booth, Richard G.; Strudwick, Gillian; McBride, Susan; O'Connor, Siobhan; Solano Lopez, Ana Laura";How the nursing profession should adapt for a digital future
"Delgado-De-la-Garza, LA; Garza-Rodriguez, GA; Jacques-Osuna, DA; Mugica-Lara, A; Carrasco, CA";"Alberto Delgado-de-la-Garza, Luis; Adolfo Garza-Rodriguez, Gonzalo; Alejandro Jacques-Osuna, Daniel; Mugica-Lara, Alejandro; Alberto Carrasco, Carlos";Does the use of a big data variable improve monetary policy estimates? Evidence from Mexico
Roy, K;Roy, Kunal;Special issue of molecular diversity on AI and ML for small molecule drug discovery in the big data era
"Gaviria, S; Murphy, SP; Kaggal, VC; McBane, RD; Rooke, TW; Chaudhry, R; Arruda-Olson, AM";"Gaviria, Simon; Murphy, Sean P.; Kaggal, Vinod C.; McBane, Robert D.; Rooke, Thom W.; Chaudhry, Rajeev; Arruda-Olson, Adelaide M.";UTILIZATION OF BIG DATA AND REAL-TIME NATURAL LANGUAGE PROCESSING FOR IDENTIFICATION OF ABDOMINAL AORTIC ANEURYSMS FROM RADIOLOGY REPORTS
Cole, FS;Cole, F. Sessions;Improving VLBW infant outcomes with big data analytics
"Grabowski, M; Cymborowski, M; Cooper, D; Minor, W";"Grabowski, Marek; Cymborowski, Marcin; Cooper, David; Minor, Wladek";IRRMC (https:// proteindiffraction.org): Impact on quality of structures in PDB
"Edson, TC; Tom, MA; Philander, KS; Louderback, ER; LaPlante, DA";"Edson, Timothy C.; Tom, Matthew A.; Philander, Kahlil S.; Louderback, Eric R.; LaPlante, Debi A.";A Large-Scale Prospective Study of Big Wins and Their Relationship with Future Financial and Time Involvement in Actual Daily Fantasy Sports Contests
Osmancevic, L;Osmancevic, Leali;Big Data, Healthcare System and Audience fragmentation: current and future trends and possibilities for media reporting on healthcare topics
"Liebers, N; Richter, S; Proynova, R; Haux, C; Mammen, J; Czernilofsky, F; Kamath, CNN; Lablans, M; Muller-Tidow, C; Dietrich, S";"Liebers, N.; Richter, S.; Proynova, R.; Haux, C.; Mammen, J.; Czernilofsky, F.; Kamath, C. N. N.; Lablans, M.; Mueller-Tidow, C.; Dietrich, S.";A Big data Repository used for an Artificial Intelligence approach in outcome prediction of hematological Neoplasms: The BRAIN project
"Sharma, S; Gupta, YK";"Sharma, S.; Gupta, Yogesh Kumar";Role of machine learning and big data in healthcare for the prediction of epidemic diseases: a survey
Tang, WF;Tang, Wufeng;Research on the archiving method of social media information network based on GLOBUS in the context of big data
Osmancevic, L;Osmancevic, Leali;Big Data, Healthcare System and Audience fragmentation: current and future trends and possibilities for media reporting on healthcare topics
"Guo, H; Liu, H; Chen, JY; Zeng, Y";"Guo, Hong; Liu, Hong; Chen, JiaYou; Zeng, Yan";Data Mining and Risk Prediction Based on Apriori Improved Algorithm for Lung Cancer
"Livingston, M; Pannullo, F; Bowman, AW; Scott, EM; Bailey, N";"Livingston, Mark; Pannullo, Francesca; Bowman, Adrian W.; Scott, E. Marian; Bailey, Nick";Exploiting new forms of data to study the private rented sector: Strengths and limitations of a database of rental listings
"Shao, ML; Qi, DY; Xue, HL";"Shao, Mengliang; Qi, Deyu; Xue, Huili";Big data outlier detection model based on improved density peak algorithm
"Kolisetty, VV; Rajput, DS";"Kolisetty, Vishnu Vandana; Rajput, Dharmendra Singh";Big data integration enhancement based on attributes conditional dependency and similarity index method
"Jiang, H; Li, LX; Xian, HR; Hu, YL; Huang, HH; Wang, JZ";"Jiang, Hao; Li, Lixia; Xian, Haoran; Hu, Yulin; Huang, Hehe; Wang, Juzhen";Crowd Flow Prediction for Social Internet-of-Things Systems Based on the Mobile Network Big Data
Li, WZ;Li, Weizhe;Innovation and Development of University Education Management Informationization in the Environment of Wireless Communication and Big Data
"Papazisis, G; Spachos, D; Siafis, S; Pandria, N; Deligianni, E; Tsakiridis, I; Goulas, A";"Papazisis, Georgios; Spachos, Dimitrios; Siafis, Spyridon; Pandria, Niki; Deligianni, Eleni; Tsakiridis, Ioannis; Goulas, Antonios";Assessment of the Safety Signal for the Abuse Potential of Pregabalin and Gabapentin Using the FAERS Database and Big Data Search Analytics
"Mu, JK; Li, MH; Liu, HL; Yue, ZH; Yan, DJ";"Mu, Jiankang; Li, Menghao; Liu, Hongli; Yue, Ziheng; Yan, Dijiao";THE EFFECT OF ONLINE ADVERSE COMMENTS ON CONSUMERS' PERCEIVED RISKS AND SELLERS' REACTION IN THE CONTEXT OF BIG DATA
"Chen, JY; Becken, S; Stantic, B";"Chen, Jinyan; Becken, Susanne; Stantic, Bela";Using Weibo to track global mobility of Chinese visitors
Zheng, KX;Zheng, Kaixin;Research on the construction path of college English education ecosystem based on big data under the new liberal arts
"Amirizadeh, E; Boostani, R";"Amirizadeh, Elham; Boostani, Reza";CDEC: a constrained deep embedded clustering
"Yi, DD; Ning, SY; Chang, CJ; Kou, SC";"Yi, Dingdong; Ning, Shaoyang; Chang, Chia-Jung; Kou, S. C.";Forecasting Unemployment Using Internet Search Data via PRISM
"Carreno, G; Quesada, A; Rosado, C; Manzanedo, R; Barreda, D; Menandez, D; Felipe, MC; Martin-Centellas, J; Martin-Centellas, A; Garcia, JM";"Carreno, Gilda; Quesada, Arturo; Rosado, Consolacion; Manzanedo, Rosario; Barreda, Dolores; Menandez, David; Felipe, Maria Carmen; Martin-Centellas, Jesus; Martin-Centellas, Alba; Garcia, Jesus Martin";ARE BIG-DATA TECHNIQUES USEFUL IN SCREENING FOR PRIMARY HYPERALDOSTERONISM? RESULTS OF A PILOT STUDY AND THEIR PROSPECTIVE APPLICATION
"Ren, M; Zhao, SL";"Ren, Min; Zhao, Sheng-Li";Subdata selection based on orthogonal array for big data
Zhao, Y;Zhao, Yang;Big Data Analytics integrated AAC Framework for English language teaching
"Cheon, SJ; Shin, K; Kim, HS; Kim, BS; Kim, MB; Ko, H";"Cheon, Sang-Jin; Shin, Kihyuk; Kim, Hoon-Soo; Kim, Byung-Soo; Kim, Moon-Bum; Ko, Hyunchang";THE PRESCRIPTION PATTERNS OF TOPICAL MEDICATIONS IN KOREAN ATOPIC DERMATITIS PATIENTS USING BIG DATA FROM NATIONAL HEALTH INSURANCE CORPORATION
Guba, KS;Guba, K. S.;BIG DATA IN STUDIES OF SCIENCE: NEW RESEARCH FIELD
"Lu, HL; Peng, XY";"Lu, HangLin; Peng, XiuYun";Better Effectiveness of Multi-Integrated Neural Networks: Take Stock Big Data as an Example
"Pollastro, S; Verstegen, N; Marsman, C; Unger, PP; Bassler, K; Jorritsma, T; Handler, K; Rispens, T; Bayer, M; Ten Brinke, A; Schultze, J; Van Ham, M";"Pollastro, Sabrina; Verstegen, Niels; Marsman, Casper; Unger, Peter Paul; Bassler, Kevin; Jorritsma, Tineke; Haendler, Kristian; Rispens, Theo; Bayer, Marc; Ten Brinke, Anja; Schultze, Joachim; Van Ham, Marieke";Dissecting antibody-secreting cell differentiation at single cell level
"Kataria, R; Duhan, N; Kaundal, R";"Kataria, R.; Duhan, N.; Kaundal, R.";Translating -omics big data: Comprehensive understanding of host-pathogen interactions to control bacterial blight in alfalfa using computational approaches
"Nastro, FF; Croce, D; Schmidt, S; Basili, R; Schultze-Lutter, F";"Nastro, F. Fiori; Croce, D.; Schmidt, S.; Basili, R.; Schultze-Lutter, F.";Insideout project: Using big data and machine learning for prevention in psychiatry
"Hai, Q; Jia, HW; Wang, CS; Tonglega; Lili";"Hai, Qing; Jia, Hongwei; Wang, Changshou; Tonglega; Lili";A Game Model of River Eco-hydrological Evolution under Big Data Water Resources Allocation
"Koehler, M; Abel, E; Bogatu, A; Civili, C; Mazilu, L; Konstantinou, N; Fernandes, AAA; Keane, J; Libkin, L; Paton, NW";"Koehler, Martin; Abel, Edward; Bogatu, Alex; Civili, Cristina; Mazilu, Lacramioara; Konstantinou, Nikolaos; Fernandes, Alvaro A. A.; Keane, John; Libkin, Leonid; Paton, Norman W.";Incorporating Data Context to Cost-Effectively Automate End-to-End Data Wrangling
